"county","precinct","office","district","party","candidate","votes","year","votes_cast","percent_of_vote","net_change"
"Salt Lake","WJD007","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",256,2018,568,0.450704225352113,-0.0340930719451846
"Salt Lake","WJD007","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",5,2018,568,0.00880281690140845,0.00880281690140845
"Salt Lake","WJD008","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",210,2018,408,0.514705882352941,0.0973145780051151
"Salt Lake","WJD008","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",3,2018,408,0.00735294117647059,
"Salt Lake","WJD008","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",193,2018,408,0.473039215686274,-0.0530477408354646
"Salt Lake","WJD008","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,408,0.00490196078431373,-0.00245098039215686
"Salt Lake","WJD009","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",385,2018,734,0.524523160762943,0.129036224895959
"Salt Lake","WJD009","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",1,2018,734,0.00136239782016349,
"Salt Lake","WJD009","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",344,2018,734,0.46866485013624,-0.0729028458257555
"Salt Lake","WJD009","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",4,2018,734,0.00544959128065395,0.00408719346049046
"Salt Lake","WJD011","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",232,2018,430,0.53953488372093,0.0984213933569046
"Salt Lake","WJD011","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,430,0,
"Salt Lake","WJD011","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",198,2018,430,0.46046511627907,-0.0277575817937354
"Salt Lake","WJD011","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,430,0,0
"Salt Lake","WJD012","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",379,2018,779,0.486521181001284,0.0325430218749186
"Salt Lake","WJD012","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,779,0,
"Salt Lake","WJD012","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",397,2018,779,0.509627727856226,0.0135278838624662
"Salt Lake","WJD012","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,779,0.00385109114249037,0.00385109114249037
"Salt Lake","WJD013","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",381,2018,807,0.472118959107807,0.0500259358519928
"Salt Lake","WJD013","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,807,0,
"Salt Lake","WJD013","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",423,2018,807,0.524163568773234,-0.00258061727327741
"Salt Lake","WJD013","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,807,0.00371747211895911,0.00371747211895911
"Salt Lake","WJD014","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",0,2018,0,,
"Salt Lake","WJD014","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,0,,
"Salt Lake","WJD014","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",0,2018,0,,
"Salt Lake","WJD014","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,0,,
"Salt Lake","WJD015","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",390,2018,665,0.586466165413534,0.134514213461582
"Salt Lake","WJD015","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,665,0,
"Salt Lake","WJD015","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",273,2018,665,0.410526315789474,-0.0654496601865023
"Salt Lake","WJD015","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,665,0.00300751879699248,0.00300751879699248
"Salt Lake","WJD017","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",574,2018,1019,0.563297350343474,0.167542044475809
"Salt Lake","WJD017","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,1019,0,
"Salt Lake","WJD017","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",434,2018,1019,0.425907752698724,-0.135890000110265
"Salt Lake","WJD017","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",11,2018,1019,0.0107948969578018,0.0107948969578018
"Salt Lake","WJD018","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",211,2018,351,0.601139601139601,0.135490746177769
"Salt Lake","WJD018","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,351,0,
"Salt Lake","WJD018","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",140,2018,351,0.398860398860399,-0.0820556316739523
"Salt Lake","WJD018","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,351,0,0
"Salt Lake","WJD019","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",74,2018,170,0.435294117647059,0.00415639309616062
"Salt Lake","WJD019","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,170,0,
"Salt Lake","WJD019","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",93,2018,170,0.547058823529412,0.00813666784078904
"Salt Lake","WJD019","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,170,0.0176470588235294,0.0176470588235294
"Salt Lake","WJD020","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",288,2018,701,0.410841654778887,0.0736323524533059
"Salt Lake","WJD020","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,701,0,
"Salt Lake","WJD020","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",409,2018,701,0.583452211126961,-0.0237829309919017
"Salt Lake","WJD020","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",4,2018,701,0.00570613409415121,0.00570613409415121
"Salt Lake","WJD021","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",319,2018,601,0.530782029950083,0.108778745877834
"Salt Lake","WJD021","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,601,0,
"Salt Lake","WJD021","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",278,2018,601,0.462562396006656,-0.0710993445516367
"Salt Lake","WJD021","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",4,2018,601,0.00665557404326123,0.00665557404326123
"Salt Lake","WJD022","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",427,2018,656,0.650914634146341,0.134545586527294
"Salt Lake","WJD022","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,656,0,
"Salt Lake","WJD022","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",226,2018,656,0.344512195121951,-0.0840592334494774
"Salt Lake","WJD022","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,656,0.00457317073170732,0.00457317073170732
"Salt Lake","WJD023","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",266,2018,583,0.456260720411664,0.0598205909618256
"Salt Lake","WJD023","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",2,2018,583,0.00343053173241852,
"Salt Lake","WJD023","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",313,2018,583,0.536878216123499,-0.0035748583101578
"Salt Lake","WJD023","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,583,0.00343053173241852,0
"Salt Lake","WJD024","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",302,2018,645,0.468217054263566,0.121831512094891
"Salt Lake","WJD024","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,645,0,
"Salt Lake","WJD024","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",341,2018,645,0.528682170542636,-0.0797515643971234
"Salt Lake","WJD024","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,645,0.00310077519379845,0.00310077519379845
"Salt Lake","WJD025","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",293,2018,668,0.438622754491018,0.0544500926205144
"Salt Lake","WJD025","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,668,0,
"Salt Lake","WJD025","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",367,2018,668,0.54940119760479,0.00263860767673285
"Salt Lake","WJD025","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",8,2018,668,0.0119760479041916,0.0119760479041916
"Salt Lake","WJD027","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",251,2018,549,0.457194899817851,0.0315893634856707
"Salt Lake","WJD027","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",1,2018,549,0.00182149362477231,
"Salt Lake","WJD027","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",291,2018,549,0.530054644808743,0.00583319152154593
"Salt Lake","WJD027","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",6,2018,549,0.0109289617486339,0.00910746812386157
"Salt Lake","WJD028","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",274,2018,619,0.44264943457189,0.08165962380042
"Salt Lake","WJD028","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,619,0,
"Salt Lake","WJD028","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",343,2018,619,0.554119547657512,-0.00337681333229867
"Salt Lake","WJD028","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,619,0.00323101777059774,0.00323101777059774
"Salt Lake","WJD030","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",309,2018,627,0.492822966507177,0.0871625891486865
"Salt Lake","WJD030","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,627,0,
"Salt Lake","WJD030","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",314,2018,627,0.500797448165869,-0.0227874574945082
"Salt Lake","WJD030","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",4,2018,627,0.00637958532695375,0.00637958532695375
"Salt Lake","WJD031","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",476,2018,842,0.565320665083135,0.0996288765567012
"Salt Lake","WJD031","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,842,0,
"Salt Lake","WJD031","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",361,2018,842,0.42874109263658,-0.0290766801418231
"Salt Lake","WJD031","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",5,2018,842,0.00593824228028504,0.00593824228028504
"Salt Lake","WJD032","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",425,2018,705,0.602836879432624,0.103493909656014
"Salt Lake","WJD032","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",1,2018,705,0.00141843971631206,
"Salt Lake","WJD032","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",270,2018,705,0.382978723404255,-0.0611737076075712
"Salt Lake","WJD032","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",9,2018,705,0.0127659574468085,0.0113475177304965
"Salt Lake","WJD033","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",400,2018,706,0.56657223796034,0.0861933475679177
"Salt Lake","WJD033","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",1,2018,706,0.00141643059490085,
"Salt Lake","WJD033","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",304,2018,706,0.430594900849858,-0.0457244496237547
"Salt Lake","WJD033","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,706,0.00141643059490085,0
"Salt Lake","WJD034","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",360,2018,740,0.486486486486487,0.111669502591904
"Salt Lake","WJD034","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,740,0,
"Salt Lake","WJD034","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",373,2018,740,0.504054054054054,-0.0698844525345258
"Salt Lake","WJD034","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",7,2018,740,0.00945945945945946,0.00945945945945946
"Salt Lake","WJD035","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",320,2018,740,0.432432432432432,0.0550482362471463
"Salt Lake","WJD035","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,740,0,
"Salt Lake","WJD035","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",416,2018,740,0.562162162162162,-0.0114073201266661
"Salt Lake","WJD035","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",4,2018,740,0.00540540540540541,0.00540540540540541
"Salt Lake","WJD036","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",286,2018,550,0.52,0.118837209302326
"Salt Lake","WJD036","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,550,0,
"Salt Lake","WJD036","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",264,2018,550,0.48,-0.0587596899224806
"Salt Lake","WJD036","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,550,0,0
"Salt Lake","WJD037","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",370,2018,686,0.53935860058309,0.136506550672217
"Salt Lake","WJD037","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,686,0,
"Salt Lake","WJD037","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",313,2018,686,0.456268221574344,-0.078491136714426
"Salt Lake","WJD037","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,686,0.0043731778425656,0.0043731778425656
"Salt Lake","WJD038","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",182,2018,424,0.429245283018868,0.0783278518262074
"Salt Lake","WJD038","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,424,0,
"Salt Lake","WJD038","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",241,2018,424,0.568396226415094,-0.0416955167041717
"Salt Lake","WJD038","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,424,0.00235849056603774,0.00235849056603774
"Salt Lake","WJD039","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",422,2018,939,0.449414270500533,0.0531878554061929
"Salt Lake","WJD039","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,939,0,
"Salt Lake","WJD039","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",513,2018,939,0.546325878594249,-0.00608502287325607
"Salt Lake","WJD039","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",4,2018,939,0.00425985090521832,0.00425985090521832
"Salt Lake","WJD040","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",269,2018,638,0.421630094043887,0.0813002589614283
"Salt Lake","WJD040","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,638,0,
"Salt Lake","WJD040","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",365,2018,638,0.572100313479624,-0.0410930898187269
"Salt Lake","WJD040","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",4,2018,638,0.00626959247648903,0.00626959247648903
"Salt Lake","WJD042","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",242,2018,494,0.489878542510121,0.0661497289507995
"Salt Lake","WJD042","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,494,0,
"Salt Lake","WJD042","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",244,2018,494,0.493927125506073,0.0268838110051313
"Salt Lake","WJD042","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",8,2018,494,0.0161943319838057,0.0161943319838057
"Salt Lake","WJD043","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",105,2018,248,0.423387096774194,0.0401271848799205
"Salt Lake","WJD043","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,248,0,
"Salt Lake","WJD043","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",142,2018,248,0.57258064516129,0.0131092795225238
"Salt Lake","WJD043","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,248,0.00403225806451613,0.00403225806451613
"Salt Lake","WJD044","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",267,2018,681,0.392070484581498,0.0850403554566772
"Salt Lake","WJD044","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,681,0,
"Salt Lake","WJD044","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",409,2018,681,0.600587371512482,-0.0522103329351511
"Salt Lake","WJD044","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",5,2018,681,0.00734214390602056,0.00734214390602056
"Salt Lake","WJD045","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",284,2018,596,0.476510067114094,0.159436896382387
"Salt Lake","WJD045","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,596,0,
"Salt Lake","WJD045","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",310,2018,596,0.520134228187919,-0.10425601571452
"Salt Lake","WJD045","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,596,0.00335570469798658,0.00335570469798658
"Salt Lake","WJD046","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",217,2018,448,0.484375,0.101687072892938
"Salt Lake","WJD046","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,448,0,
"Salt Lake","WJD046","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",229,2018,448,0.511160714285714,-0.0378142287666775
"Salt Lake","WJD046","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,448,0.00446428571428571,0.00446428571428571
"Salt Lake","WJD047","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",345,2018,787,0.438373570520966,0.103379797171028
"Salt Lake","WJD047","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,787,0,
"Salt Lake","WJD047","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",437,2018,787,0.555273189326557,-0.0499571967257473
"Salt Lake","WJD047","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",5,2018,787,0.00635324015247776,0.00635324015247776
"Salt Lake","WJD048","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",253,2018,440,0.575,0.0991228070175438
"Salt Lake","WJD048","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",1,2018,440,0.00227272727272727,
"Salt Lake","WJD048","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",186,2018,440,0.422727272727273,-0.0224481658692185
"Salt Lake","WJD048","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,440,0,-0.00227272727272727
"Salt Lake","WJD049","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",364,2018,833,0.436974789915966,0.0654470121381886
"Salt Lake","WJD049","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,833,0,
"Salt Lake","WJD049","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",457,2018,833,0.548619447779112,-0.0219824040727402
"Salt Lake","WJD049","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",12,2018,833,0.014405762304922,0.014405762304922
"Salt Lake","WJD050","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",247,2018,609,0.405582922824302,0.106547553049383
"Salt Lake","WJD050","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,609,0,
"Salt Lake","WJD050","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",359,2018,609,0.589490968801314,-0.0680653012951494
"Salt Lake","WJD050","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,609,0.00492610837438424,0.00492610837438424
"Salt Lake","WJD051","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",74,2018,156,0.474358974358974,0.0457875457875458
"Salt Lake","WJD051","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,156,0,
"Salt Lake","WJD051","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",81,2018,156,0.519230769230769,-0.00648351648351642
"Salt Lake","WJD051","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,156,0.00641025641025641,0.00641025641025641
"Salt Lake","WJD052","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",270,2018,546,0.494505494505495,0.0621181823185162
"Salt Lake","WJD052","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,546,0,
"Salt Lake","WJD052","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",268,2018,546,0.490842490842491,-0.00331443737119869
"Salt Lake","WJD052","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",8,2018,546,0.0146520146520147,0.0146520146520147
"Salt Lake","WJD053","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",260,2018,488,0.532786885245902,0.111236790727943
"Salt Lake","WJD053","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",1,2018,488,0.00204918032786885,
"Salt Lake","WJD053","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",225,2018,488,0.461065573770492,-0.0568928383278068
"Salt Lake","WJD053","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,488,0.00409836065573771,0.00204918032786885
"Salt Lake","WJD054","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",345,2018,611,0.564648117839607,0.0936696767119123
"Salt Lake","WJD054","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,611,0,
"Salt Lake","WJD054","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",263,2018,611,0.430441898527005,-0.0438532921860962
"Salt Lake","WJD054","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",3,2018,611,0.00490998363338789,0.00490998363338789
"Salt Lake","WJD055","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",310,2018,593,0.522765598650928,0.0937226943604985
"Salt Lake","WJD055","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,593,0,
"Salt Lake","WJD055","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",281,2018,593,0.473861720067454,-0.0294386099655497
"Salt Lake","WJD055","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",2,2018,593,0.00337268128161889,0.00337268128161889
"Salt Lake","WJD056","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",134,2018,418,0.320574162679426,0.090993588727991
"Salt Lake","WJD056","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,418,0,
"Salt Lake","WJD056","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",283,2018,418,0.677033492822967,-0.0514433283690864
"Salt Lake","WJD056","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,418,0.00239234449760766,0.00239234449760766
"Salt Lake","WJD057","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",416,2018,829,0.501809408926417,0.0656260136352154
"Salt Lake","WJD057","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",2,2018,829,0.00241254523522316,
"Salt Lake","WJD057","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",402,2018,829,0.484921592279855,-0.039241976493379
"Salt Lake","WJD057","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",9,2018,829,0.0108564535585042,0.00844390832328106
"Salt Lake","WJD059","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",249,2018,572,0.435314685314685,0.0697053363998272
"Salt Lake","WJD059","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,572,0,
"Salt Lake","WJD059","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",318,2018,572,0.555944055944056,-0.0367103680960108
"Salt Lake","WJD059","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",5,2018,572,0.00874125874125874,0.00874125874125874
"Salt Lake","WJD060","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",193,2018,384,0.502604166666667,0.0962717128408091
"Salt Lake","WJD060","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,384,0,
"Salt Lake","WJD060","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",190,2018,384,0.494791666666667,-0.0592980430958663
"Salt Lake","WJD060","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",1,2018,384,0.00260416666666667,0.00260416666666667
"Salt Lake","WJD061","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",13,2018,27,0.481481481481481,0.0529100529100529
"Salt Lake","WJD061","U.S. REPRESENTATIVE DISTRICT #4",,"","JONATHAN L. PETERSON",0,2018,27,0,
"Salt Lake","WJD061","U.S. REPRESENTATIVE DISTRICT #4",,"REP","MIA B. LOVE",14,2018,27,0.518518518518518,0.00423280423280425
"Salt Lake","WJD061","U.S. REPRESENTATIVE DISTRICT #4",,"","WRITE-IN",0,2018,27,0,0
"Salt Lake","WJD063","U.S. REPRESENTATIVE DISTRICT #4",,"DEM","BEN MCADAMS",373,2018,825,0.452121212121212,0.0653403063684582
