"county","precinct","year","max_votes","State House CON","State House DEM","State House LIB","State House REP","State Senate DEM","State Senate LIB","State Senate REP","US House CON","US House DEM","US House REP"
"Salt Lake","MUR050",2016,462,,0.436241610738255,,0.563758389261745,0.404109589041096,,0.595890410958904,0.0497835497835498,0.463203463203463,0.487012987012987
"Salt Lake","MUR050",2018,450,,0.480812641083521,,0.519187358916479,0.464692482915718,,0.494305239179954,,0.56,0.437777777777778
"Salt Lake","MUR051",2016,39,,0.416666666666667,,0.583333333333333,0.428571428571429,0.0285714285714286,0.542857142857143,0.128205128205128,0.41025641025641,0.461538461538462
"Salt Lake","MUR051",2018,34,,0.470588235294118,,0.529411764705882,,,,,0.588235294117647,0.411764705882353
"Salt Lake","MUR052",2016,52,,0.627450980392157,,0.372549019607843,0.490196078431373,,0.509803921568627,0,0.653846153846154,0.346153846153846
"Salt Lake","MUR052",2018,41,,0.6,,0.4,0.585365853658537,,0.390243902439024,,0.65,0.35
"Salt Lake","MUR053",2016,20,,0.15,,0.85,0.2,,0.8,0.05,0.2,0.75
"Salt Lake","MUR053",2018,14,,0.230769230769231,,0.769230769230769,0.428571428571429,,0.5,,0.416666666666667,0.583333333333333
"Salt Lake","NJC001",2016,18,,0.705882352941177,,0.294117647058824,0.352941176470588,,0.647058823529412,0.111111111111111,0.555555555555556,0.333333333333333
"Salt Lake","NJC001",2018,19,,0.789473684210526,,0.210526315789474,,,,,0.736842105263158,0.263157894736842
"Salt Lake","RIV001",2016,1035,,0.195897435897436,,0.804102564102564,,,,0.0357487922705314,0.264734299516908,0.69951690821256
"Salt Lake","RIV001",2018,966,,0.249176728869374,,0.750823271130626,0.239956568946797,,0.760043431053203,,0.318840579710145,0.677018633540373
"Salt Lake","RIV002",2016,477,,0.222222222222222,,0.777777777777778,,,,0.0817610062893082,0.287211740041929,0.631027253668763
"Salt Lake","RIV002",2018,608,,0.35042735042735,,0.567521367521368,0.389830508474576,,0.610169491525424,,0.414473684210526,0.582236842105263
"Salt Lake","RIV003",2016,780,,0.208219178082192,,0.791780821917808,,,,0.0487179487179487,0.252564102564103,0.698717948717949
"Salt Lake","RIV003",2018,838,,0.216687422166874,,0.674968866749689,0.244143033292232,,0.755856966707768,,0.332935560859189,0.664677804295943
"Salt Lake","RIV004",2016,761,,0.230769230769231,,0.769230769230769,,,,0.0473061760840999,0.304862023653088,0.647831800262812
"Salt Lake","RIV004",2018,731,,0.230880230880231,,0.652236652236652,0.270538243626062,,0.729461756373938,,0.34610123119015,0.648426812585499
"Salt Lake","RIV005",2016,595,,0.199300699300699,,0.800699300699301,,,,0.053781512605042,0.265546218487395,0.680672268907563
"Salt Lake","RIV005",2018,546,,0.252851711026616,,0.67680608365019,0.269083969465649,,0.730916030534351,,0.313186813186813,0.681318681318681
"Salt Lake","RIV006",2016,57,,0.169811320754717,,0.830188679245283,,,,0.0701754385964912,0.175438596491228,0.754385964912281
"Salt Lake","RIV006",2018,55,,0.222222222222222,,0.722222222222222,0.236363636363636,,0.763636363636364,,0.254545454545455,0.745454545454545
"Salt Lake","RIV007",2016,397,,0.259946949602122,,0.740053050397878,,,,0.0403022670025189,0.319899244332494,0.639798488664987
"Salt Lake","RIV007",2018,359,,0.303724928366762,,0.550143266475645,0.351744186046512,,0.648255813953488,,0.406685236768802,0.582172701949861
"Salt Lake","RIV008",2016,822,,0.225225225225225,,0.774774774774775,,,,0.0547445255474453,0.25669099756691,0.688564476885645
"Salt Lake","RIV008",2018,834,,0.207920792079208,,0.694306930693069,0.241082410824108,,0.758917589175892,,0.317745803357314,0.673860911270983
"Salt Lake","RIV009",2016,642,,0.261157024793388,,0.738842975206612,,,,0.0498442367601246,0.29595015576324,0.654205607476635
"Salt Lake","RIV009",2018,616,,0.251273344651952,,0.633276740237691,0.270868824531516,,0.729131175468484,,0.313311688311688,0.680194805194805
"Salt Lake","RIV010",2016,803,,0.238095238095238,,0.761904761904762,,,,0.0361145703611457,0.287671232876712,0.676214196762142
"Salt Lake","RIV010",2018,745,,0.294692737430168,,0.624301675977654,0.29676511954993,,0.70323488045007,,0.36510067114094,0.624161073825503
"Salt Lake","RIV011",2016,248,,0.262931034482759,,0.737068965517241,,,,0.0645161290322581,0.314516129032258,0.620967741935484
"Salt Lake","RIV011",2018,231,,0.222727272727273,,0.654545454545455,0.274774774774775,,0.725225225225225,,0.354978354978355,0.636363636363636
"Salt Lake","RIV012",2016,534,,0.287968441814596,,0.712031558185404,,,,0.0543071161048689,0.357677902621723,0.588014981273408
"Salt Lake","RIV012",2018,597,,0.310526315789474,,0.57719298245614,0.352233676975945,,0.647766323024055,,0.420435510887772,0.574539363484087
"Salt Lake","RIV013",2016,348,,0.285276073619632,,0.714723926380368,,,,0.0316091954022989,0.28735632183908,0.681034482758621
"Salt Lake","RIV013",2018,316,,0.356209150326797,,0.643790849673203,0.33993399339934,,0.66006600660066,,0.439873417721519,0.556962025316456
"Salt Lake","RIV015",2016,931,,0.235159817351598,,0.764840182648402,,,,0.0580021482277121,0.250268528464017,0.691729323308271
"Salt Lake","RIV015",2018,955,,0.202380952380952,,0.703463203463203,0.24174653887114,,0.75825346112886,,0.319371727748691,0.667015706806283
"Salt Lake","RIV016",2016,789,,0.188157894736842,,0.811842105263158,,,,0.0468948035487959,0.249683143219265,0.703422053231939
"Salt Lake","RIV016",2018,780,,0.210386151797603,,0.70439414114514,0.246073298429319,,0.753926701570681,,0.302564102564103,0.685897435897436
"Salt Lake","RIV017",2016,725,,0.268505079825835,,0.731494920174166,,,,0.0675862068965517,0.289655172413793,0.642758620689655
"Salt Lake","RIV017",2018,693,,0.286140089418778,,0.64381520119225,0.310948905109489,,0.689051094890511,,0.396825396825397,0.6002886002886
"Salt Lake","RIV018",2016,237,,0.286363636363636,,0.713636363636364,0.318181818181818,,0.681818181818182,0.0337552742616034,0.29957805907173,0.666666666666667
